"pcon_code","pcon_name","new_la_code","la_name","first_available_year_included","most_recent_year_included"
"E14000908","Rushcliffe","E10000024","Nottinghamshire","2017","2023"
"E14000805","Makerfield","E11000001","Greater Manchester","2017","2023"
"E14001039","Wigan","E11000001","Greater Manchester","2017","2023"
"E14000785","Leigh","E11000001","Greater Manchester","2017","2023"
"E14000632","Chesterfield","E10000007","Derbyshire","2017","2023"
"E14000977","Stratford-on-Avon","E10000031","Warwickshire","2017","2023"
"E14000989","Telford","E06000020","Telford and Wrekin","2017","2023"
"E14000953","South West Surrey","E10000030","Surrey","2017","2023"
"E14000572","Blackpool North and Cleveleys","E06000009","Blackpool","2017","2023"
"E14000626","Chatham and Aylesford","E10000016","Kent","2017","2023"
"E14000992","The Wrekin","E06000020","Telford and Wrekin","2017","2023"
"E14000573","Blackpool South","E06000009","Blackpool","2017","2023"
"E14001033","West Lancashire","E10000017","Lancashire","2017","2023"
"E14000532","Altrincham and Sale West","E11000001","Greater Manchester","2017","2023"
"E14000945","South Staffordshire","E10000028","Staffordshire","2017","2023"
"E14000979","Stretford and Urmston","E11000001","Greater Manchester","2017","2023"
"E14000793","Liverpool, Riverside","E11000002","Merseyside","2017","2023"
"E14000627","Cheadle","E11000001","Greater Manchester","2017","2023"
"E14000914","Scunthorpe","E06000013","North Lincolnshire","2017","2023"
"E14000596","Brigg and Goole","E06000013","North Lincolnshire","2017","2023"
"E14000738","Hazel Grove","E11000001","Greater Manchester","2017","2023"
"E14000969","Stockport","E11000001","Greater Manchester","2017","2023"
"E14000643","Cleethorpes","E06000013","North Lincolnshire","2017","2023"
"E14000744","Hertford and Stortford","E10000015","Hertfordshire","2017","2023"
"E14001035","West Worcestershire","E10000034","Worcestershire","2017","2023"
"E14000755","Hove","E06000043","Brighton and Hove","2017","2023"
"E14000597","Brighton, Kemptown","E06000043","Brighton and Hove","2017","2023"
"E14000598","Brighton, Pavilion","E06000043","Brighton and Hove","2017","2023"
"N06000002","Belfast North","N09000001","Antrim and Newtownabbey","2017","2023"
"E14000930","Slough","E06000039","Slough","2017","2023"
"E14000818","Mid Worcestershire","E10000034","Worcestershire","2017","2023"
"E14000956","Southampton, Test","E06000045","Southampton","2017","2023"
"E14000795","Liverpool, Wavertree","E11000002","Merseyside","2017","2023"
"E14000794","Liverpool, Walton","E11000002","Merseyside","2017","2023"
"E14000796","Liverpool, West Derby","E11000002","Merseyside","2017","2023"
"N06000005","East Antrim","N09000001","Antrim and Newtownabbey","2017","2023"
"E14000901","Romsey and Southampton North","E06000045","Southampton","2017","2023"
"E14000955","Southampton, Itchen","E06000045","Southampton","2017","2023"
"E14000662","Derby North","E06000015","Derby","2017","2023"
"E14000663","Derby South","E06000015","Derby","2017","2023"
"E14000814","Mid Derbyshire","E06000015","Derby","2017","2023"
"N06000014","South Antrim","N09000001","Antrim and Newtownabbey","2017","2023"
"E14001042","Windsor","E06000039","Slough","2017","2023"
"N06000003","Belfast South","N09000003","Belfast","2017","2023"
"N06000004","Belfast West","N09000003","Belfast","2017","2023"
"N06000001","Belfast East","N09000003","Belfast","2017","2023"
"N06000002","Belfast North","N09000003","Belfast","2017","2023"
"N06000017","Upper Bann","N09000002","Armagh City, Banbridge and Craigavon","2017","2023"
"N06000015","South Down","N09000002","Armagh City, Banbridge and Craigavon","2017","2023"
"N06000018","West Tyrone","N09000005","Derry City and Strabane","2017","2023"
"N06000006","East Londonderry","N09000004","Causeway Coast and Glens","2017","2023"
"N06000008","Foyle","N09000005","Derry City and Strabane","2017","2023"
"N06000003","Belfast South","N09000007","Lisburn and Castlereagh","2017","2023"
"N06000010","Mid Ulster","N09000009","Mid Ulster","2017","2023"
"N06000005","East Antrim","N09000008","Mid and East Antrim","2017","2023"
"N06000011","Newry and Armagh","N09000002","Armagh City, Banbridge and Craigavon","2017","2023"
"N06000009","Lagan Valley","N09000002","Armagh City, Banbridge and Craigavon","2017","2023"
"N06000007","Fermanagh and South Tyrone","N09000002","Armagh City, Banbridge and Craigavon","2017","2023"
"N06000009","Lagan Valley","N09000007","Lisburn and Castlereagh","2017","2023"
"N06000001","Belfast East","N09000007","Lisburn and Castlereagh","2017","2023"
"N06000012","North Antrim","N09000008","Mid and East Antrim","2017","2023"
"N06000012","North Antrim","N09000004","Causeway Coast and Glens","2017","2023"
"N06000016","Strangford","N09000007","Lisburn and Castlereagh","2017","2023"
"N06000007","Fermanagh and South Tyrone","N09000006","Fermanagh and Omagh","2017","2023"
"N06000007","Fermanagh and South Tyrone","N09000009","Mid Ulster","2017","2023"
"N06000004","Belfast West","N09000007","Lisburn and Castlereagh","2017","2023"
"N06000018","West Tyrone","N09000006","Fermanagh and Omagh","2017","2023"
"N06000009","Lagan Valley","N09000003","Belfast","2017","2023"
"N06000013","North Down","N09000003","Belfast","2017","2023"
"N06000011","Newry and Armagh","N09000010","Newry, Mourne and Down","2017","2023"
"N06000015","South Down","N09000010","Newry, Mourne and Down","2017","2023"
"N06000016","Strangford","N09000010","Newry, Mourne and Down","2017","2023"
"N06000009","Lagan Valley","N09000010","Newry, Mourne and Down","2017","2023"
"N06000005","East Antrim","N09000004","Causeway Coast and Glens","2017","2023"
"N06000015","South Down","N09000007","Lisburn and Castlereagh","2017","2023"
"N06000014","South Antrim","N09000007","Lisburn and Castlereagh","2017","2023"
"N06000006","East Londonderry","N09000005","Derry City and Strabane","2017","2023"
"S14000055","Ross, Skye and Lochaber","S12000017","Highland","2017","2023"
"S14000009","Caithness, Sutherland and Easter Ross","S12000017","Highland","2017","2023"
"S14000039","Inverness, Nairn, Badenoch and Strathspey","S12000017","Highland","2017","2023"
"S14000038","Inverclyde","S12000018","Inverclyde","2017","2023"
"S14000045","Midlothian","S12000019","Midlothian","2017","2023"
"S14000046","Moray","S12000020","Moray","2017","2023"
"S14000010","Central Ayrshire","S12000021","North Ayrshire","2017","2023"
"S14000048","North Ayrshire and Arran","S12000021","North Ayrshire","2017","2023"
"S14000036","Glenrothes","S12000047","Fife","2019","2023"
"S14000007","Banff and Buchan","S12000034","Aberdeenshire","2017","2023"
"S14000014","Dumfriesshire, Clydesdale and Tweeddale","S12000026","Scottish Borders","2017","2023"
"N06000013","North Down","N09000011","Ards and North Down","2017","2023"
"S14000013","Dumfries and Galloway","S12000006","Dumfries and Galloway","2017","2023"
"S14000026","Edinburgh West","S12000036","City of Edinburgh","2017","2023"
"N06000016","Strangford","N09000011","Ards and North Down","2017","2023"
"S14000005","Argyll and Bute","S12000035","Argyll and Bute","2017","2023"
"S14000015","Dundee East","S12000042","Dundee City","2017","2023"
"S14000016","Dundee West","S12000042","Dundee City","2017","2023"
"S14000027","Na h-Eileanan an Iar","S12000013","Na h-Eileanan Siar","2017","2023"
"S14000051","Orkney and Shetland","S12000023","Orkney Islands","2017","2023"
"S14000008","Berwickshire, Roxburgh and Selkirk","S12000026","Scottish Borders","2017","2023"
"S14000014","Dumfriesshire, Clydesdale and Tweeddale","S12000006","Dumfries and Galloway","2017","2023"
"S14000024","Edinburgh South","S12000036","City of Edinburgh","2017","2023"
"S14000025","Edinburgh South West","S12000036","City of Edinburgh","2017","2023"
"S14000022","Edinburgh East","S12000036","City of Edinburgh","2017","2023"
"S14000023","Edinburgh North and Leith","S12000036","City of Edinburgh","2017","2023"
"S14000049","North East Fife","S12000047","Fife","2019","2023"
"S14000040","Kilmarnock and Loudoun","S12000008","East Ayrshire","2017","2023"
"S14000051","Orkney and Shetland","S12000027","Shetland Islands","2017","2023"
"S14000043","Linlithgow and East Falkirk","S12000040","West Lothian","2017","2023"
"S14000044","Livingston","S12000040","West Lothian","2017","2023"
"S14000001","Aberdeen North","S12000033","Aberdeen City","2017","2023"
"S14000037","Gordon","S12000033","Aberdeen City","2017","2023"
"S14000002","Aberdeen South","S12000033","Aberdeen City","2017","2023"
"S14000043","Linlithgow and East Falkirk","S12000014","Falkirk","2017","2023"
"S14000037","Gordon","S12000034","Aberdeenshire","2017","2023"
"S14000058","West Aberdeenshire and Kincardine","S12000034","Aberdeenshire","2017","2023"
"S14000034","Glasgow South","S12000049","Glasgow City","2019","2023"
"S14000035","Glasgow South West","S12000049","Glasgow City","2019","2023"
"S14000029","Glasgow Central","S12000049","Glasgow City","2019","2023"
"S14000030","Glasgow East","S12000049","Glasgow City","2019","2023"
"S14000032","Glasgow North East","S12000049","Glasgow City","2019","2023"
"S14000028","Falkirk","S12000014","Falkirk","2017","2023"
"S14000006","Ayr, Carrick and Cumnock","S12000008","East Ayrshire","2017","2023"
"S14000004","Angus","S12000041","Angus","2017","2023"
"S14000015","Dundee East","S12000041","Angus","2017","2023"
"S14000016","Dundee West","S12000041","Angus","2017","2023"
"S14000050","Ochil and South Perthshire","S12000005","Clackmannanshire","2017","2023"
"S14000031","Glasgow North","S12000049","Glasgow City","2019","2023"
"S14000018","East Dunbartonshire","S12000045","East Dunbartonshire","2017","2023"
"S14000012","Cumbernauld, Kilsyth and Kirkintilloch East","S12000045","East Dunbartonshire","2017","2023"
"S14000032","Glasgow North East","S12000045","East Dunbartonshire","2017","2023"
"S14000020","East Lothian","S12000010","East Lothian","2017","2023"
"S14000021","East Renfrewshire","S12000011","East Renfrewshire","2017","2023"
"S14000017","Dunfermline and West Fife","S12000047","Fife","2019","2023"
"S14000041","Kirkcaldy and Cowdenbeath","S12000047","Fife","2019","2023"
"S14000033","Glasgow North West","S12000049","Glasgow City","2019","2023"
"S14000018","East Dunbartonshire","S12000049","Glasgow City","2019","2023"
"W07000063","Montgomeryshire","W06000023","Powys","2017","2023"
"W07000068","Brecon and Radnorshire","W06000023","Powys","2017","2023"
"W07000067","Carmarthen East and Dinefwr","W06000010","Carmarthenshire","2017","2023"
"W07000045","Llanelli","W06000010","Carmarthenshire","2017","2023"
"W07000066","Carmarthen West and South Pembrokeshire","W06000010","Carmarthenshire","2017","2023"
"W07000075","Pontypridd","W06000016","Rhondda Cynon Taf","2017","2023"
"S14000019","East Kilbride, Strathaven and Lesmahagow","S12000029","South Lanarkshire","2017","2023"
"S14000053","Paisley and Renfrewshire South","S12000038","Renfrewshire","2017","2023"
"W07000074","Ogmore","W06000013","Bridgend","2017","2023"
"W07000073","Bridgend","W06000013","Bridgend","2017","2023"
"W07000072","Blaenau Gwent","W06000019","Blaenau Gwent","2017","2023"
"S14000042","Lanark and Hamilton East","S12000029","South Lanarkshire","2017","2023"
"W07000070","Cynon Valley","W06000016","Rhondda Cynon Taf","2017","2023"
"S14000052","Paisley and Renfrewshire North","S12000038","Renfrewshire","2017","2023"
"S14000010","Central Ayrshire","S12000028","South Ayrshire","2017","2023"
"S14000006","Ayr, Carrick and Cumnock","S12000028","South Ayrshire","2017","2023"
"W07000052","Rhondda","W06000016","Rhondda Cynon Taf","2017","2023"
"S14000056","Rutherglen and Hamilton West","S12000029","South Lanarkshire","2017","2023"
"W07000046","Gower","W06000011","Swansea","2017","2023"
"S14000014","Dumfriesshire, Clydesdale and Tweeddale","S12000029","South Lanarkshire","2017","2023"
"W07000048","Swansea East","W06000011","Swansea","2017","2023"
"W07000047","Swansea West","W06000011","Swansea","2017","2023"
"W07000074","Ogmore","W06000016","Rhondda Cynon Taf","2017","2023"
"S14000057","Stirling","S12000030","Stirling","2017","2023"
"S14000012","Cumbernauld, Kilsyth and Kirkintilloch East","S12000050","North Lanarkshire","2019","2023"
"S14000011","Coatbridge, Chryston and Bellshill","S12000050","North Lanarkshire","2019","2023"
"S14000059","West Dunbartonshire","S12000039","West Dunbartonshire","2017","2023"
"S14000003","Airdrie and Shotts","S12000050","North Lanarkshire","2019","2023"
"S14000047","Motherwell and Wishaw","S12000050","North Lanarkshire","2019","2023"
"S14000054","Perth and North Perthshire","S12000048","Perth and Kinross","2019","2023"
"S14000050","Ochil and South Perthshire","S12000048","Perth and Kinross","2019","2023"
"S14000050","Ochil and South Perthshire","S12000047","Fife","2019","2023"
"S14000030","Glasgow East","S12000050","North Lanarkshire","2019","2023"
"W07000058","Aberconwy","W06000003","Conwy","2017","2023"
"W07000059","Clwyd West","W06000003","Conwy","2017","2023"
"W07000066","Carmarthen West and South Pembrokeshire","W06000009","Pembrokeshire","2017","2023"
"W07000065","Preseli Pembrokeshire","W06000009","Pembrokeshire","2017","2023"
"W07000057","Arfon","W06000002","Gwynedd","2017","2023"
"W07000061","Dwyfor Meirionnydd","W06000002","Gwynedd","2017","2023"
"W07000050","Cardiff Central","W06000015","Cardiff","2017","2023"
"W07000043","Alyn and Deeside","W06000005","Flintshire","2017","2023"
"W07000064","Ceredigion","W06000008","Ceredigion","2017","2023"
"W07000059","Clwyd West","W06000004","Denbighshire","2017","2023"
"W07000060","Vale of Clwyd","W06000004","Denbighshire","2017","2023"
"W07000062","Clwyd South","W06000004","Denbighshire","2017","2023"
"W07000054","Monmouth","W06000020","Torfaen","2017","2023"
"W07000080","Cardiff South and Penarth","W06000015","Cardiff","2017","2023"
"W07000053","Torfaen","W06000020","Torfaen","2017","2023"
"W07000042","Delyn","W06000005","Flintshire","2017","2023"
"W07000071","Merthyr Tydfil and Rhymney","W06000024","Merthyr Tydfil","2017","2023"
"W07000068","Brecon and Radnorshire","W06000024","Merthyr Tydfil","2017","2023"
"W07000056","Newport West","W06000022","Newport","2017","2023"
"W07000055","Newport East","W06000022","Newport","2017","2023"
"W07000079","Cardiff West","W06000015","Cardiff","2017","2023"
"W07000051","Cardiff North","W06000015","Cardiff","2017","2023"
"W07000078","Vale of Glamorgan","W06000014","Vale of Glamorgan","2017","2023"
"W07000080","Cardiff South and Penarth","W06000014","Vale of Glamorgan","2017","2023"
"W07000041","Ynys Mn","W06000001","Isle of Anglesey","2017","2023"
"W07000076","Caerphilly","W06000018","Caerphilly","2017","2023"
"W07000077","Islwyn","W06000018","Caerphilly","2017","2023"
"W07000071","Merthyr Tydfil and Rhymney","W06000018","Caerphilly","2017","2023"
"W07000044","Wrexham","W06000006","Wrexham","2017","2023"
"W07000062","Clwyd South","W06000006","Wrexham","2017","2023"
"W07000054","Monmouth","W06000021","Monmouthshire","2017","2023"
"W07000055","Newport East","W06000021","Monmouthshire","2017","2023"
"W07000049","Aberavon","W06000012","Neath Port Talbot","2017","2023"
"W07000069","Neath","W06000012","Neath Port Talbot","2017","2023"
"E14000647","Copeland","E10000006","Cumbria","2017","2022"
"E14000877","Penrith and The Border","E10000006","Cumbria","2017","2022"
"E14001053","Workington","E10000006","Cumbria","2017","2022"
"E14000543","Barrow and Furness","E10000006","Cumbria","2017","2022"
"E14000620","Carlisle","E10000006","Cumbria","2017","2022"
"E14001037","Westmorland and Lonsdale","E10000006","Cumbria","2017","2022"
"E14000913","Scarborough and Whitby","E10000023","North Yorkshire","2017","2022"
"E14000895","Richmond (Yorks)","E10000023","North Yorkshire","2017","2022"
"E14000928","Skipton and Ripon","E10000023","North Yorkshire","2017","2022"
"E14000993","Thirsk and Malton","E10000023","North Yorkshire","2017","2022"
"E14000730","Harrogate and Knaresborough","E10000023","North Yorkshire","2017","2022"
"E14000917","Selby and Ainsty","E10000023","North Yorkshire","2017","2022"
"E14001026","Wells","E10000027","Somerset","2017","2022"
"E14000932","Somerton and Frome","E10000027","Somerset","2017","2022"
"E14000595","Bridgwater and West Somerset","E10000027","Somerset","2017","2022"
"E14001060","Yeovil","E10000027","Somerset","2017","2022"
"E14000988","Taunton Deane","E10000027","Somerset","2017","2022"
"E14000648","Corby","E10000021","Northamptonshire","2017","2020"
"E14001025","Wellingborough","E10000021","Northamptonshire","2017","2020"
"E14000769","Kettering","E10000021","Northamptonshire","2017","2020"
"E14000942","South Northamptonshire","E10000021","Northamptonshire","2017","2020"
"E14000660","Daventry","E10000021","Northamptonshire","2017","2020"
"E14000861","Northampton North","E10000021","Northamptonshire","2017","2020"
"E14000862","Northampton South","E10000021","Northamptonshire","2017","2020"
"E14000567","Birmingham,  Selly Oak","E11000005","West Midlands","2019","2020"
"E14000550","Beaconsfield","E10000002","Buckinghamshire","2017","2019"
"E14000608","Buckingham","E10000002","Buckinghamshire","2017","2019"
"E14000538","Aylesbury","E10000002","Buckinghamshire","2017","2019"
"E14000631","Chesham and Amersham","E10000002","Buckinghamshire","2017","2019"
"E14001056","Wycombe","E10000002","Buckinghamshire","2017","2019"
"E14000585","Bournemouth West","E06000028","Bournemouth","2017","2017"
"E14000585","Bournemouth West","E06000029","Poole","2017","2017"
"E14000815","Mid Dorset and North Poole","E06000029","Poole","2017","2017"
"E14000881","Poole","E06000029","Poole","2017","2017"
"E14000584","Bournemouth East","E06000028","Bournemouth","2017","2017"
"E14001031","West Dorset","E10000009","Dorset","2017","2017"
"E14000839","North Dorset","E10000009","Dorset","2017","2017"
"E14000815","Mid Dorset and North Poole","E10000009","Dorset","2017","2017"
"E14000936","South Dorset","E10000009","Dorset","2017","2017"
"E14000638","Christchurch","E10000009","Dorset","2017","2017"
"S14000036","Glenrothes","S12000015","Fife","2017","2017"
"S14000041","Kirkcaldy and Cowdenbeath","S12000015","Fife","2017","2017"
"S14000049","North East Fife","S12000015","Fife","2017","2017"
"S14000017","Dunfermline and West Fife","S12000015","Fife","2017","2017"
"S14000050","Ochil and South Perthshire","S12000024","Perth and Kinross","2017","2017"
"S14000054","Perth and North Perthshire","S12000024","Perth and Kinross","2017","2017"
"S14000033","Glasgow North West","S12000046","Glasgow City","2017","2017"
"S14000034","Glasgow South","S12000046","Glasgow City","2017","2017"
"S14000035","Glasgow South West","S12000046","Glasgow City","2017","2017"
"S14000012","Cumbernauld, Kilsyth and Kirkintilloch East","S12000044","North Lanarkshire","2017","2017"
"S1400030","Glasgow East","S12000044","North Lanarkshire","2017","2017"
"S14000047","Motherwell and Wishaw","S12000044","North Lanarkshire","2017","2017"
"S14000003","Airdrie and Shotts","S12000044","North Lanarkshire","2017","2017"
"S14000011","Coatbridge, Chryston and Bellshill","S12000044","North Lanarkshire","2017","2017"
"S14000018","East Dunbartonshire","S12000046","Glasgow City","2017","2017"
"S14000029","Glasgow Central","S12000046","Glasgow City","2017","2017"
"S14000030","Glasgow East","S12000046","Glasgow City","2017","2017"
"S14000031","Glasgow North","S12000046","Glasgow City","2017","2017"
"S14000032","Glasgow North East","S12000046","Glasgow City","2017","2017"
